renderedObject,renderTime,gpuName,gpuBackend,peakMemory,releaseYear,baseClock,boostClock,textureRate,pixelRate,architecture,memoryType,generation,busInterface,rtCores,tensorCores
bmw27,168.218,GeForce GTX 1060 with Max-Q Design,CUDA,146,2017,1063.0,1480.0,118.4,71.04,Pascal,GDDR5,GeForce 10 Mobile,PCIe 3.0 x16,0,0
classroom,348.027,Radeon RX 580 Series,OPENCL,2277.12,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,150.592,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,50.5092,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,706.036,AMD Radeon Vega 8 Graphics,OPENCL,969.48,2019,300.0,1250.0,40.0,10.0,GCN 5.0,System Shared,Vega IGP(Picasso),IGP,0,0
bmw27,51.485,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,85.801,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,92.4237,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,19.4522,GeForce RTX 2080 Ti,OPTIX,131.12,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,19.2266,GeForce RTX 2080 Ti,OPTIX,131.12,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,50.9185,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
fishy_cat,185.513,GeForce GTX 1080,CUDA,684.28,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,79.9999,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,43.7593,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
classroom,144.592,GeForce RTX 2080 SUPER,CUDA,352.53,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,43.1595,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,21.456,GeForce RTX 2080 SUPER,OPTIX,131.12,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,232.472,GeForce GTX 1050 Ti,CUDA,146,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,42.7123,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,21.1506,GeForce RTX 2080 SUPER,OPTIX,131.12,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,51.1515,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
classroom,689.825,GeForce GTX 1050 Ti,CUDA,352.53,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
classroom,375.206,Radeon RX 580 Series,OPENCL,2277.12,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,89.3606,GeForce GTX 1070 Ti,CUDA,146,2017,1607.0,1683.0,255.8,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,50.9987,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,150.986,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,94.5885,GeForce RTX 2060 with Max-Q Design,CUDA,146,2020,975.0,1185.0,142.2,56.88,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,30,240
bmw27,64.2859,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,56.9653,TITAN Xp,CUDA,146,2017,1405.0,1582.0,379.7,151.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,104.836,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,89.5342,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,110.795,AMD Radeon RX 5600 XT,OPENCL,2180.86,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,96.9485,AMD Radeon RX 5600 XT,OPENCL,2180.86,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,51.9526,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,30.0442,GeForce RTX 2060 SUPER,OPTIX,131.12,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,51.1809,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,77.5797,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,111.957,AMD Radeon RX 5600 XT,OPENCL,2180.86,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,110.07,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,92.1092,AMD Radeon RX 5700 XT,OPENCL,2137.69,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,63.6834,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,62.406,GeForce RTX 2070 Super with Max-Q Design,CUDA,146,2020,930.0,1155.0,184.8,73.92,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,40,320
bmw27,31.4188,GeForce RTX 2070 Super with Max-Q Design,OPTIX,131.12,2020,930.0,1155.0,184.8,73.92,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,40,320
koro,233.849,GeForce GTX 1080 Ti,CUDA,451.59,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,38.3253,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,37.0659,GeForce RTX 2060,OPTIX,131.12,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,104.627,GeForce GTX 1660,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
classroom,428.468,GeForce GTX 1650 SUPER,CUDA,352.53,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,63.8491,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,66.2404,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,25.8746,GeForce RTX 2080 SUPER,OPTIX,131.12,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,52.8826,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,165.578,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,26.9689,Quadro RTX 4000,OPTIX,131.12,2018,1005.0,1545.0,222.5,98.88,Turing,GDDR6,Quadro Turing(Tx000),PCIe 3.0 x16,36,288
bmw27,70.3047,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,67.8086,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,108.335,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,38.3559,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,57.4461,GeForce RTX 2070 Super with Max-Q Design,CUDA,146,2020,930.0,1155.0,184.8,73.92,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,40,320
bmw27,57.6291,GeForce RTX 2070 Super with Max-Q Design,CUDA,146,2020,930.0,1155.0,184.8,73.92,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,40,320
bmw27,50.7687,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,38.0918,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,50.8743,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,92.7128,AMD Radeon RX 5700 XT,OPENCL,2137.69,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,67.4994,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,38.9784,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,80.4819,AMD Radeon RX 5700 XT,OPENCL,2180.86,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,117.27,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,114.677,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,104.956,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,65.464,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,103.289,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,101.95,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,50.4738,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,75.739,AMD Radeon RX 5700 XT,OPENCL,2180.86,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,92.8347,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
classroom,406.672,Radeon RX 570 Series,OPENCL,2277.12,2017,1168.0,1244.0,159.2,39.81,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,435.333,Quadro K2200,CUDA,146,2014,1046.0,1124.0,44.96,17.98,Maxwell,GDDR5,Quadro Kepler(Kx200),PCIe 2.0 x16,0,0
bmw27,50.1651,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,37.5867,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,37.5397,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,26.7934,GeForce RTX 2080 SUPER,OPTIX,131.12,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,175.093,GeForce GTX 1650 with Max-Q Design,CUDA,146,2020,930.0,1125.0,72.0,36.0,Turing,GDDR6,GeForce 16 Mobile,PCIe 3.0 x16,0,0
bmw27,92.4618,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,78.4867,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,78.7429,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,146.337,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,31.2405,GeForce RTX 2060 SUPER,OPTIX,131.12,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,85.8169,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,70.3838,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,25.9632,GeForce RTX 2070 SUPER,OPTIX,131.12,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,250.68,GeForce GTX 1050 Ti,CUDA,146,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,88.6019,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,78.9982,Radeon RX Vega 64,OPENCL,2149.18,2017,1247.0,1546.0,395.8,98.94,GCN 5.0,HBM2,Vega(RX Vega),PCIe 3.0 x16,0,0
bmw27,64.0673,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,37.5822,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,60.6937,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,60.4061,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,50.5131,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,59.3643,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,50.992,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,80.5098,Radeon RX Vega 64,OPENCL,2149.18,2017,1247.0,1546.0,395.8,98.94,GCN 5.0,HBM2,Vega(RX Vega),PCIe 3.0 x16,0,0
bmw27,70.9033,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,59.2959,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,61.8809,GeForce RTX 2070 Super with Max-Q Design,CUDA,146,2020,930.0,1155.0,184.8,73.92,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,40,320
bmw27,39.2712,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,49.4047,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,172.413,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,24.6956,GeForce RTX 2080 SUPER,OPTIX,131.12,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,176.183,GeForce GTX 1060 3GB,CUDA,146,2016,1506.0,1708.0,123.0,81.98,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,45.9842,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,167.234,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,102.872,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,50.7911,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,185.655,Radeon RX 570 Series,OPENCL,1711.1,2017,1168.0,1244.0,159.2,39.81,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
classroom,155.991,GeForce RTX 2080,CUDA,352.53,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,39.3576,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,81.5274,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,53.1359,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,53.258,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,252.678,GeForce GTX 1050 Ti,CUDA,146,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,25.7702,GeForce RTX 2070 SUPER,OPTIX,131.12,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,122.805,AMD Radeon RX 5600 XT,OPENCL,2137.69,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
classroom,255.922,AMD Radeon RX 5600 XT,OPENCL,2263.94,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
pavillon_barcelona,669.308,AMD Radeon RX 5600 XT,OPENCL,2067.48,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,50.6708,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,36.4468,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,51.2845,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,135.775,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,52.1474,GeForce RTX 2070 Super,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
victor,412.685,GeForce RTX 2070 Super,CUDA,7479.85,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,62.2523,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,28.2804,Tesla V100-SXM2-16GB,CUDA,146,2019,1245.0,1597.0,511.0,204.4,Volta,HBM2,Tesla Volta(Vxx),PCIe 3.0 x16,0,640
bmw27,76.1211,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,107.84,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,38.1361,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,154.016,GeForce GTX 970,CUDA,146,2014,1050.0,1178.0,122.5,65.97,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
fishy_cat,152.004,Radeon RX Vega 56,OPENCL,2601.95,2017,1156.0,1471.0,329.5,94.14,GCN 5.0,HBM2,Vega(RX Vega),PCIe 3.0 x16,0,0
bmw27,54.8893,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,50.4961,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,416.143,GeForce GTX 960M,CUDA,146,2015,1097.0,1176.0,47.04,18.82,Maxwell,GDDR5,GeForce 900M,MXM-B (3.0),0,0
bmw27,65.3482,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,90.0206,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,65.4887,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,92.7654,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,87.7346,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
classroom,1237.5,Radeon RX550/550 Series,OPENCL,1955.46,2017,1100.0,1183.0,37.86,18.93,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x8,0,0
bmw27,90.8079,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,89.7329,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
koro,142.578,GeForce RTX 2080 Ti,CUDA,451.59,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,88.7634,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,88.1913,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,85.513,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,84.5501,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,83.517,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,83.5654,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,84.2716,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
