renderedObject,renderTime,gpuName,gpuBackend,peakMemory,releaseYear,baseClock,boostClock,textureRate,pixelRate,architecture,memoryType,generation,busInterface,rtCores,tensorCores
bmw27,66.2256,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,34.343,AMD Radeon RX 6900 XT,OPENCL,2149.18,2020,1825.0,2250.0,720.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,80,0
bmw27,15.3237,GeForce RTX 3070,OPTIX,131.13,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,35.1001,GeForce RTX 2060,OPTIX,131.12,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,37.9357,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,19.5031,GeForce RTX 2080 Ti,OPTIX,141.87,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,21.5607,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,69.1979,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,109.817,GeForce GTX 980 Ti,CUDA,146,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
fishy_cat,222.069,GeForce GTX 980 Ti,OPTIX,692.06,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,21.3154,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,11.1218,GeForce RTX 3080,OPTIX,141.48,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,58.4431,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,18.6105,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,56.7431,GeForce RTX 2070 Super with Max-Q Design,CUDA,146,2020,930.0,1155.0,184.8,73.92,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,40,320
bmw27,33.359,AMD Radeon RX 6900 XT,OPENCL,2149.18,2020,1825.0,2250.0,720.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,80,0
bmw27,74.1406,AMD Radeon RX 6800 XT,OPENCL,2149.18,2020,1825.0,2250.0,648.0,288.0,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,72,0
bmw27,21.7504,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
victor,798.844,GeForce RTX 2060,CUDA,7237.68,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,28.6932,Tesla V100-SXM2-16GB,CUDA,146,2019,1245.0,1597.0,511.0,204.4,Volta,HBM2,Tesla Volta(Vxx),PCIe 3.0 x16,0,640
bmw27,94.9936,GeForce GTX 980 Ti,OPTIX,166.82,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,91.9725,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,18.2643,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,29.7758,GeForce RTX 3070 Laptop GPU,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,9.19909,GeForce RTX 3090,OPTIX,141.48,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,29.8166,GeForce RTX 3070 Laptop GPU,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,107.883,GeForce GTX TITAN X,CUDA,146,2015,1000.0,1089.0,209.1,104.5,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,98.0025,AMD Radeon RX 5600 XT,OPENCL,2149.18,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,9.26018,GeForce RTX 3090,OPTIX,141.48,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,33.6094,GeForce RTX 3090,OPTIX,356.66,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,34.5185,GeForce RTX 3090,OPTIX,356.66,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,170.109,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,170.279,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,94.2282,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
classroom,34.0781,GeForce RTX 3090,OPTIX,356.66,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,25.613,GeForce RTX 2070 SUPER,OPTIX,141.87,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,72.6671,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,52.7269,AMD Radeon RX 6700 XT,OPENCL,2149.18,2021,2321.0,2581.0,413.0,165.2,RDNA 2.0,GDDR6,Navi II(RX 6000),PCIe 4.0 x16,40,0
bmw27,26.4682,GeForce RTX 2080,OPTIX,141.87,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,28.6488,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,142.212,GeForce GTX 1060 6GB,CUDA,145.99,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,18.6575,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
fishy_cat,109.132,GeForce RTX 2070,CUDA,684.01,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,18.4465,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,10.8095,GeForce RTX 3080,OPTIX,141.48,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,104.234,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,165.321,GeForce GTX 1060 3GB,CUDA,146,2016,1506.0,1708.0,123.0,81.98,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,65.3953,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,26.4369,GeForce RTX 2080,OPTIX,141.87,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
classroom,36.0806,GeForce RTX 3090,OPTIX,356.66,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,34.1257,GeForce RTX 3090,OPTIX,356.66,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,34.9368,GeForce RTX 3090,OPTIX,356.66,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,36.1886,GeForce RTX 3090,OPTIX,356.66,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,29.1387,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,28.7407,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,91.6071,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
classroom,80.6677,GeForce RTX 3070,CUDA,352.55,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
classroom,36.3211,GeForce RTX 3090,OPTIX,356.66,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
fishy_cat,233.01,GeForce GTX 980 Ti,CUDA,684.01,2015,1000.0,1076.0,189.4,103.3,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,448.273,GeForce GTX 750 Ti,CUDA,146,2014,1020.0,1085.0,43.4,17.36,Maxwell,GDDR5,GeForce 700,PCIe 3.0 x16,0,0
bmw27,15.7987,GeForce RTX 3070 Laptop GPU,OPTIX,141.48,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,55.5371,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,52.1844,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,26.4866,GeForce RTX 2070 SUPER,OPTIX,141.87,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,314.948,GeForce GTX 1050,CUDA,146,2016,1354.0,1455.0,58.2,46.56,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,21.9965,GeForce RTX 3080,CUDA,146,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
bmw27,18.2213,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,85.9207,AMD Radeon RX 5600 XT,OPENCL,2149.18,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,315.445,GeForce GTX 1050,CUDA,146,2016,1354.0,1455.0,58.2,46.56,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,175.265,Radeon RX 480 Graphics,OPENCL,2149.18,2016,1120.0,1266.0,182.3,40.51,GCN 4.0,GDDR5,Arctic Islands(RX 400),PCIe 3.0 x16,0,0
bmw27,18.3332,GeForce RTX 3090,CUDA,146,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
classroom,372.765,Radeon RX 480 Graphics,OPENCL,2277.14,2016,1120.0,1266.0,182.3,40.51,GCN 4.0,GDDR5,Arctic Islands(RX 400),PCIe 3.0 x16,0,0
koro,105.955,GeForce RTX 3070,OPTIX,327.87,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
koro,94.2146,GeForce RTX 3070,CUDA,451.68,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,15.9039,GeForce RTX 3070,OPTIX,141.48,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
koro,99.6182,GeForce RTX 3070,OPTIX,327.87,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
koro,57.7964,GeForce RTX 3090,OPTIX,327.87,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,26.1917,GeForce RTX 2080 SUPER,OPTIX,141.87,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,8.39959,GeForce RTX 3090,OPTIX,141.48,2020,1395.0,1695.0,556.0,189.8,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,82,328
bmw27,26.7022,GeForce RTX 2080 SUPER,OPTIX,141.87,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,138.296,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,244.632,GeForce GTX 1050 Ti,CUDA,146,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,32.7981,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,28.6917,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
bmw27,27.0558,GeForce RTX 2080 SUPER,OPTIX,141.87,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,71.5248,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
classroom,842.607,GeForce GTX 960,CUDA,352.55,2015,1127.0,1178.0,75.39,37.7,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,31.8579,GeForce RTX 2060 SUPER,OPTIX,141.87,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,82.1721,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,28.5754,GeForce RTX 2070,OPTIX,141.87,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,28.9177,GeForce RTX 3070,CUDA,146,2020,1500.0,1725.0,317.4,165.6,Ampere,GDDR6,GeForce 30,PCIe 4.0 x16,46,184
classroom,371.592,GeForce GTX 1660 Ti,CUDA,352.55,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,10.7245,GeForce RTX 3080,OPTIX,141.48,2020,1440.0,1710.0,465.1,164.2,Ampere,GDDR6X,GeForce 30,PCIe 4.0 x16,68,272
